Source,Verb,PreContext,Target,PostContext,Embedding,Conjunction_inf,MatTense,MatPers,MatNum,MatAspect,SubTense,SubPers,SubNum,SubAspect,Rating1,Rating2,Rating3,Comment
RNC,догадаться,Они дают мне средства и возможность позаботиться о себе самому. Но от этого так устаешь...,"Ты, наверное, уже догадалась, что все, что я тебе говорил, было враньем.","Я рассказывал тебе небылицы, только бы чуть-чуть посмотреть на нее, на твою жалость. Ну, нет ее во мне!",modal,что,past,second,singular,pf,past,third,singular,ipf,3,3,3,
RNC,догадаться,"Вынырнув из потоков предвечного света, Кеша опять увидел фейстоп со стоящими на нем фигурами. Надо было сделать еще две-три маскировочных петли.","Больше не стоило — из-за слишком необычных паттернов в метадате система могла догадаться, что Кеша ее дурит.","Следовало действовать по возможности однообразно, чтобы сегодня было похоже на вчера — чего не понимают начинающие конспираторы. Чуть подумав, Кеша кивнул библиотекарю Борхесу — старичку в синей академической мантии, держащему под мышкой огромный кожаный фолиант.",modal,что,past,third,singular,pf,present,third,singular,ipf,3,3,3,
RNC,догадаться,"Ждем вашего звонка (факса, электронного письма) в редакции. Тема следующей рубрики «Вопросы красоты» — «Красивые и крепкие».","Возможно, вы уже догадались, что речь пойдет о ногтях.","Именно они должны быть всегда красивыми, и именно им так часто не хватает крепости. Как за ними ухаживать?",modal,что,past,second,plural,pf,future,third,singular,pf,3,3,3,
RNC,догадаться,"А раз так, то у нашей планеты есть кроме обычных еще и магнитные полюса, и мало того — они еще и перемещаются с места на место. Северный магнитный полюс, например, «проходит» в день 20,5 метра и через 200 лет по прогнозам прибудет к географическому Северному полюсу.","Но вы, вероятно, догадались, что физико-географический ликбез в описываемом году мы затеяли неспроста.","Так и есть: 1969 год — этапный для Южного магнитного полюса. В сентябре этого года он покинул пределы Антарктиды и бороздит теперь просторы Индийского океана, уверенно направляясь к Австралии.",modal,что,past,second,plural,pf,past,first,plural,pf,3,3,3,
RNC,догадаться,"Олга Джойс целый час стояла у Пэт на коленях и ощупывала ее лицо, как слепая. Она как бы его запоминала.","Может, она как-то догадалась, что теперь, когда самолет взлетел, старая жизнь кончилась без возврата и теперь они с Пэт принадлежат друг другу.",А в самолете было еще 12 бывших русских детей. И новые американские родители хвастались ими друг перед другом.,modal,что,past,third,singular,pf,past,third,singular,pf,3,3,3,
RNC,догадаться,"«Надо подкараулить, когда Невидимка влетит в Риту, и поймать ее платком», — решила Настя, достала из шкафа мамин пуховый платок и стала следить за сестрой. Но, вопреки обыкновению, Рита быстро и с аппетитом отобедала и села за уроки.","«Злая Невидимка, наверно, догадалась, что я за ней охочусь, и прячется, — объяснила себе Настя.","— Ну ничего, появится — куда она денется. Она ведь без грубости жить не может».",modal,что,past,third,singular,pf,present,first,singular,ipf,3,3,3,
RNC,догадаться,"Он бросил на нас болезненный взгляд, и я вдруг услышал, что в трубке дребезжит веселый голос дяди Володи. — Все-таки в середине года, — проговорил Акакий Македонович, глядя на меня и сквозь меня болезненными глазами.","А я смотрю на его детскую челку на широком лбу, и мне как-то неловко, что он может догадаться, что я заметил нелепость его прически.","В трубке дребезжит веселый голос дяди Володи. Я чувствую, что если как следует напрячь слух, то можно разобрать слова.",modal,что,present,third,singular,pf,past,first,singular,pf,3,3,3,
RNC,догадаться,"Прямо под колонну». — «Нет, Оленька, тетради подождут, — говорила старшая.","— Вы должны понять, вы должны понять…» — и разговор становился настолько недоступным Василию Федоровичу, что он потом едва вспоминал их и едва мог догадаться, что они говорили о нем.","XVI А какое небо было над всеми этими куклами, над угнетающим, серо-зеленым уродством зданий! Глупые толстые колонны сходились в нем, и совсем непонятно для Василия Федоровича звучал молодой голос: «Мужчины всегда играют, я это знаю.",modal,что,past,third,singular,pf,past,third,plural,ipf,3,3,3,
RNC,догадаться,Как вскоре выяснилось — навсегда. Что-то в лице Буняка изменилось.,"— Вероятно, вы догадались, что бот потерпел аварию.",Но человек уцелел. Он проводил запланированные исследования и передавал мне их результаты.,modal,что,past,second,plural,pf,past,third,singular,pf,3,3,3,
RNC,догадаться,Трудно человеку молчать пять лет подряд. Так слушай.,"Ты уж, наверное, догадался, что заглавие моего рассказа состоит только из трех букв «Она»?","Но здесь будет и о моей глупости, о том, как иногда, сдуру, в одну минуту теряет человек большое счастье для того, чтобы потом всю жизнь каяться... Ах! не повернешь…",modal,что,past,second,singular,pf,present,third,singular,ipf,3,3,3,
RNC,догадаться,"Неудивительно, что эта художественная находка утвердилась в российском искусстве. Так, в скульптурном портрете Антокольского (1871) царский посох стоит близ трона вертикально, без какой-либо опоры.","Эрудированный зритель той поры мог догадаться, что скульптор изобразил в мраморе посох с заострённым железным наконечником, который только что вонзила глубоко в деревянный пол сильная царская рука.","Бытовой предмет в глазах зрителя тем самым превращался в «тот самый жезл»; Репин в письме Василию Стасову интерпретировал скульптуру Антокольского таким образом: «Этот мерзавец Иван IV сидит неподвижно, придавленный призраками своих кровавых жертв.. .»16 Тот же символ, только уже безо всякой недоговорённости, мы видим на полотне самого Репина, где окровавленный царский посох фигурирует как улика только что совершённого сыноубийства.",modal,что,past,third,singular,pf,past,third,singular,pf,3,3,3,
RNC,догадаться,"Иван Дмитриевич поймал себя на том, что от профессиональной привычки влезать в чужую шкуру брови у него, как у Наркиза, то надвигаются, то поднимаются. Это надо было прекратить.","Писатели — народ приметливый, по одной лишь игре бровей хозяин мог догадаться, что посетитель не вполне по-джентльменски прочел оставленное на столе письмо.","— Сегодня я целый день мысленно беседую с Николаем Евгень-евичем, — сказал Тургенев за чаем. — Все пытаюсь докончить какой-нибудь из наших с ним недавних разговоров.",modal,что,past,third,singular,pf,past,third,singular,pf,2,2,3,
RNC,догадаться,Она не смеялась при этом. — Вы снова увидели меня из окна?,"Вы догадались, что я жду вас?","Скажите, Агния, вам опять стало худо, когда вы меня увидели? — Я обрадовалась, как дурочка.",question,что,past,second,plural,pf,present,first,singular,ipf,3,3,3,
RNC,догадаться,А вы — догадливый? — Как это?,"— Вы уже догадались, что мешаете вашему товарищу, или нет ещё? плавно спросила его голубоглазая женщина.","— Я сейчас уйду!.. — сконфузившись, сказал Илья. — Вера, можно мне утащить его?",question,что,past,second,plural,pf,present,second,plural,ipf,3,0,3,
RNC,догадаться,"— Здорово притворяетесь, — одобрительно кивнула Галя, — возьмете меня вместо Аськи?","Вы ведь небось пришли сумочку искать, догадались, что ее Корошева стырила?","Говорила я ей сто раз: не... у людей вещи, нарвешься! Обычно я быстро соображаю, как следует реагировать на те или иные заявления, но сейчас растерялась и только хлопала глазами, глядя на Галю.",question,что,past,second,plural,pf,past,third,singular,pf,3,3,3,
RNC,догадаться,"— Это слишком частое пользование кнопками мобильного телефона, — объяснил Максим. — Он же пишет стихи и записывает, — быстро сказала я, — то есть он, может быть, вероятно, пишет стихи… на самом деле, почему бы ему не писать стихи?..","— Как вы догадались, что я пишу стихи? — удивился Максим и благодарно посмотрел на меня:","— Спасибо, хоть вы за меня заступились, а то бы я так и жил с диагнозом… Во время обеда Полина рассказала, как она уехала в Америку — совсем девочка и совсем одна.",question,что,past,second,plural,pf,present,first,singular,ipf,3,3,3,
RNC,догадаться,Л. По газете на стенде. П. Хорошо. И вас там признали за своего?,"То есть никто не догадался, что вы пришли, скажем так, из будущего?",Л. У нас в Чумачках много лет ничего не меняется. Даже асфальт пятидесятилетней давности лежит.,question,что,past,third,singular,pf,past,second,plural,pf,3,3,3,
RNC,догадаться,"Иначе не шпильку, а ногу сломала бы. Но, признаться, всего один был такой возмутительный случай.","Я даже предположила: а не догадался ли он, что я в феминистки подалась?","Может, потому свои мужские амбиции так хорошо прячет? Хорошо скрывает, как профессиональный резидент.",question,что,past,third,singular,pf,past,first,singular,pf,3,3,3,
RNC,догадаться,"Вернее, наоборот, не заболел, а это я ей насвистел, что ему резко вдруг стало плохо. Может, она это имела в виду?","Или она все-таки догадалась, что он ее лечит насчет своего пролетарского происхождения?",Неужели она знает насчет его папы? Что там она спрашивала меня о моей работе?,question,что,past,third,singular,pf,present,third,singular,ipf,3,3,3,
RNC,догадаться,"Вот загадка — еще совсем недавно нежить готова была разорвать нас в клочья, а теперь мы для нее словно не существуем... Занялась своими мелкими дрязгами.","— И тогда вы догадались, что Та-Кого-Нет исчезла?","— Ну не совсем еще догадался, но уже задумался. Я подошел к дому Леопольда, постучал — в ответ ни звука.",question,что,past,second,plural,pf,past,third,singular,pf,3,3,3,
RNC,догадаться,А в джипах снимали маски и обменивались впечатлениями. Олег обеспокоенно спросил сидевшего рядом шефа:,"— Василий Саныч, все-таки вдруг они догадаются, что это я навел?","— Выкинь из головы! — отмахнулся тот. — Я им целый час мозги компостировал, даже голос потерял.",question,что,future,third,plural,pf,past,first,singular,pf,3,3,3,
RNC,догадаться,Колмогоров! просит!! у меня!!! мои!!!! работы!!!!! И мою диссертацию!!!!!!,"Читатель догадался, что Колмогоров получил ее не на время, а насовсем?","К слову, позже диссертацию попросил у меня Лотман, и он ее получил. Еще один экземпляр попал, как полагается, в библиотеку Тартуского университета, где состоялась моя защита, один находится, как полагается, в бывшей Ленинской библиотеке в Москве и пятый — у меня дома.",question,что,past,third,singular,pf,past,third,singular,pf,3,3,3,
RNC,забыть,"— Напиши в комитет по историческому наследию, — пошутил мужчина, нахватавшийся от экскурсантов за множество лет разных современных слов и понятий. — Пока они рассмотрят и примут решение, я вся истлею.","И ты разве забыл, что у нас не было письменности?","— Упущение, — вздохнул мужчина. — Теперь никто не узнает о нас правды.",question,что,past,second,singular,pf,past,third,singular,ipf,3,3,3,
RNC,забыть,"Иди сюда, я тебя не съем, чу-дач-ка ""! Сам чу-чу-дак!","Ты забыл, что ли, что кошки едят воробьев?","— Да нет, — сказал я, — просто я еще не привык к тому, что я воробей! — "" Не привык ""!",question,что,past,second,singular,pf,present,third,plural,ipf,3,3,3,
RNC,забыть,"К больному месту прикладывать? — К месту — не надо, — согласился Виктор.","— А вы не забыли, что в грузовом отсеке валяются два робота производства исчезнувшей цивилизации змеекотов?","И их никто так и не смог отремонтировать, как и разобраться во всём змеекотском наследии? Сан Саныч насторожился: — Ну?",question,что,past,second,plural,pf,present,third,plural,ipf,3,3,3,
RNC,забыть,"Ну ладно, потом мы с тобой походим, осмотрим, где, что и как... А теперь идем домой.","Ты забыл, что я тебе подарок привез?","— А с клеткой как же? — спросил я; мне стало неудобно, когда он заговорил со мной о подарке. — А что с клеткой?",question,что,past,second,singular,pf,past,first,singular,pf,3,3,3,
RNC,забыть,"— Ну лан! Будем живы — не умрем, а умрем — так оживем!","Ты случаем не забыл, что одиннадцатого твоему шефу сорок один стукнет?","В «Венке» отметим, как заведено. Прощай, дорогой друг и товарищ!",question,что,past,second,singular,pf,future,third,singular,pf,3,3,3,
RNC,забыть,"— Вот вы соловьём поёте, и всё о прошлом! Не ведёте речи о сегодняшних проблемах изобразительного искусства!","Не забыли, что мы находимся на выставке Чудина?","— Ну если о проблемах, то о них-то мы и говорим! — Без Суворовой-Алфёровой никуда?",question_negation,что,past,second,plural,pf,present,first,plural,ipf,3,3,3,
RNC,забыть,"— Бросьте, Ларин. Я лучше вас понимаю, о чем идет речь, и не нуждаюсь в ваших объяснениях.","Или вы забыли, что именно я разыскал Помнящего? — он мотнул головой в сторону сидящих у костра цыган.","— Но, ваша светлость… — Ларин наткнулся на злой взгляд женщины и оборвал сам себя.",question,что,past,second,plural,pf,past,first,singular,pf,3,3,3,
RNC,забыть,"— Хорошо, Володёнок. — Не забудешь?..","— Нет, конечно, а ты не забудешь, что химика зовут Надежда Павловна?","— Нет, конечно! На следующий день, завернув сокровище в кусочек тряпочки, я отправился на 18-ю линию.",question,что,future,second,singular,pf,present,third,plural,ipf,3,3,3,
RNC,догадаться,"И вот мы с вами вдвоем, в вашей комнате, — а я... я не чувствую блаженства; я чувствую тоску и радость, странную, жгучую, мучительную радость... Но, боже, как мне выразить все, что я чувствую!.. два года, два года неумолимого, непонятого молчания... два года!..","Неужели вы не могли догадаться, что я люблю вас страстно?","неужели я так удачно умел скрывать свои терзанья, что ни разу, ни разу не изменил себе?.. А помнится, иногда я сижу подле вас, Долорес, не смею взглянуть на вас — но чувствую, что все мое лицо так и дышит обожаньем и любовью...",question_modal_negation,что,past,second,plural,pf,present,first,singular,ipf,3,3,3,
RNC,догадаться,"Дальше я слушать не стала, повесила трубку. Голос ее показался мне взволнованным и искренним.","Может быть, она еще не догадалась, что я узнала о ее обмане?","А может, вовсе и не было никакого обмана? Почему, собственно, я так безоговорочно поверила этой милиционерше?",question_modal_negation,что,past,third,singular,pf,past,first,singular,pf,3,3,3,
RNC,догадаться,"— Вы же знаете, уважаемый капитан, как я люблю подслушивать и подсматривать. — Ну, говори скорей, что тебе удалось разнюхать? — нервничал Буль-Буль.","— Не догадались эти самоделкины-недоделкины, что мы прячемся на их космическом корабле?","— Не волнуйтесь, капитан, все шито-крыто, — захихикал Дырка. — Они даже не подозревают, что мы летим вместе с ними.",question_negation,что,past,third,plural,pf,present,first,plural,ipf,3,3,3,
RNC,догадаться,"И я начал с долгого колебания. Теперь, когда он, по-видимому, думал, что я притворяюсь с слабой картой, надо было показать иное — притворство с картой могущественной.","Если бы он догадался, что я бью наверняка, он бросил бы карты и не стал набавлять более.","Но я сказал: — Триста тысяч. Это была сумма, в два раза превышающая мое состояние.",conditional,что,past,third,singular,pf,present,first,singular,ipf,3,3,3,
RNC,догадаться,"Моя старуха жила только в кухне! Я не задавался вопросом, куда она девается днем?","Хотя на самом деле, если бы я догадался, что она живет в моей голове, то и проблемы бы закончились сами собой, я думаю.","Однажды родители пошли вечером в гости, оставили меня одного, я взял себя в руки, зажег китайский фонарик и в темноте, трясясь от страха, заглянул за печку, в голбец, открыл дверцу от печки, но, несмотря на то что никого не нашел, страх не уходил! Существовало одно верное средство, чтобы преодолеть страх: накрыться с головой одеялом.",conditional,что,past,first,singular,pf,present,third,singular,ipf,3,3,3,
RNC,догадаться,"Предположат ли они, что Силс упал в воду? Может быть и предположат.","А если догадаются, что он сделал попытку бежать, то подумают, что он воспользовался надувной резиновой лодкой — неповоротливой посудиной, лишённой всякого хода и годной только на то, чтобы продержаться на воде, пока не подойдёт на рандеву судно с того берега.",Вот пограничники и будут ждать подхода этого судна с севера. А никакого судна не будет.,conditional,что,future,third,plural,pf,past,third,singular,pf,3,3,3,
RNC,догадаться,"Свет; я запоминал расположение бумаг на столе, скрепок, карандашей, расстояние до отодвинутого кресла и выкатывал ящики до упора, запуская ладони под папки, обшаривая края: ничего, ничего, ничего — неужели в сейфе?","Я осмотрел стеллажи и подоконник, подергал сейф за нержавеющую ручку, вернулся за стол, рассматривая строгое расположение блокнотов, заполненного важными делами календаря, — мог и оставить на виду, если догадался, что приду искать, — на столе, в столе, нет, значит, сейф.","Безнадежно. Я вернул сторожу ключи, велел помалкивать и в пятнадцать минут посмотрел все обновления на любимом arbuzik.com, особенно «Красивые.",conditional,что,past,third,singular,pf,future,first,singular,pf,3,0,3,
RNC,догадаться,"— Каждую ночь один из Кощеевых братьев рассказывает ей самые страшные истории в мире, чтобы запугать ее бедное сердце. Но она спокойно выслушивает эти истории и даже спрашивает иногда: «Может ли это быть? В самом деле?»","Она боится только одного: ласково взглянуть на мышонка, который иногда прибегает к ней по ночам, — она знает, что Кощей убьет этого мышонка, если догадается, что она его полюбила.","Галка снова замолчала и спрятала голову под крыло — ей стало стыдно за Кощея, а кстати уж и за его тысячу братьев. — Говори, говори, бабушка! — вскричал Митька.",conditional,что,future,third,singular,pf,past,third,singular,pf,3,3,3,
RNC,догадаться,— А если ворота будут заперты? — Мы перелезем через забор.,"Но молчи! если догадаются, что мы не спим...","— Боже сохрани! тут нам и карачун. Прошло с полчаса; наш проводник съехал со двора, ворота заперли, и, казалось, кругом нас все затихло.",conditional,что,future,third,plural,pf,present,first,plural,ipf,3,3,3,
RNC,догадаться,"— Нужно как-нибудь выудить из него все его секреты. — Тише, уважаемый капитан, а то нас могут услышать, — испуганно прижал палец к губам шпион Пулькин.","— А если они догадаются, что мы хотим отнять у них сокровища, они нам не покажут, где они спрятаны.","— Надо делать вид, что драгоценности нас совсем не интересуют, — почесав бороду, продолжил Буль-Буль. — Тогда они нас не заподозрят.",conditional,что,future,third,plural,pf,present,first,plural,ipf,3,3,3,
RNC,догадаться,"Вот характерный пример того, чего иногда посторонние люди ждут от защитника и чего ему следует избегать. Судьям данного дела таких общих проблем незачем ставить.","Они только их раздражают, особенно если судьи догадаются, что защитник говорит не для них, а для кого-то другого.","Это для подсудимого вредно. Но если защиты в уездах хорошая школа для адвоката, они ему не давали известности и не привлекали клиентов.",conditional,что,future,third,plural,pf,present,third,singular,ipf,3,3,3,
Самиздат,догадаться,"Но то в книгах, а на деле Дашка не была уверена, что пойдет на такое. Не очень хочется оказаться в лапах маньяка, если честно.","Если он догадается, что за ним следят, то просто убьет без всяких размышлений на тему: девственница она или нет.","В том, что именно Видарт маньяк Дашка сомневалась. Но и со счетов его сбрасывать не собиралась.",conditional,что,future,third,singular,pf,present,third,plural,ipf,3,3,3,
Самиздат,догадаться,"С высоты, да еще в сумерках, было невозможно рассмотреть лицо моего первого напарника. Но я точно чуял, в его голове, словно шестеренки, быстро крутятся опасные мысли.","И если он догадается, что я привел их в западню, ловушка вряд ли захлопнется в нужный срок.","Секунды, минуты - бесполезное время, особенно, когда ты не в силах что-либо изменить. Фред медлил, пожирая мои нервы.",conditional,что,future,third,singular,pf,past,first,singular,pf,3,3,3,
Самиздат,догадаться,"Тогда точно мой секретец выйдет наружу, а мне - боком. Жена и так упрекает меня за самоуправство и потерю привычного окружения.","Если она догадается, что именно с моей подачи Заборовская ушла из универа, то упреки перерастут в скандал.",Как же! Я лишил её дражайшей подружки!,conditional,что,future,third,singular,pf,past,third,singular,pf,3,3,3,
Самиздат,догадаться,"Затем я, стараясь сдержать невольную дрожь в руках, кинула туда приготовленные травки. Нечаянно поймала задумчивый взгляд Керина, который смотрел прямо на меня и словно рассеянно кривил губы в усмешке.","Внутри все заледенело: если он догадается, что я пытаюсь усыпить оборотней, мне и Хему конец.","Потому что твердо уверена - предательства оборотни никому не простят, а тут я их, можно сказать, беззащитными оставлю посреди леса. Ожидая разоблачения и упреков, присела рядом с Хемом, исподтишка наблюдая как оборотни наливают в деревянные кружки отвар и потихоньку пьют, о чем-то болтая после дневного перехода.",conditional,что,future,third,singular,pf,present,first,singular,ipf,3,3,3,
Самиздат,догадаться,"Я не понимаю, о чём вы говорите, милорд. - Всё также тихо проговорила Верейда. Её сердце трепетало от страха.","Если он догадается, что она лжёт, ей не миновать плетей.","Девушка прикусила нижнюю губу, боясь, что он увидит, как она дрожит. - Я знаю, что леди Лориэнна у вас, так?",conditional,что,future,third,singular,pf,present,third,singular,ipf,3,3,3,
Самиздат,догадаться,"— Не совсем. Улич знает, как убить их.","Если он догадается, что Драго была полукровкой - жизнь Маргариты и Эльвиры повиснет на волоске.",— Откуда ты знаешь о Драго?! - воскликнул Крев и хлопнул себя по лбу: - Шарна! Трепло!,conditional,что,future,third,singular,pf,past,third,singular,ipf,3,3,3,
Самиздат,догадаться,Никто на вас нападать больше не будет. Мы знаем свое место.,"Если бы мы догадались, что к нам идет архей, то бросили бы дома и ушли в горы.",Надо будет порасспросить Карину насчет археев -- кто такие и с чем их едят. Но пока можно спросить и у старика.,conditional,что,past,first,plural,pf,present,third,singular,ipf,3,3,3,
Самиздат,догадаться,"Но ты ведь знал, чем я занималась... и молчал! Упрек был вполне заслуженный, однако дух не сдавался:","Если бы я догадался, что ты собираешься глупые вопросы этому мерзавцу задавать, я бы, конечно, предостерег.","Но ты ведь сама говорила, что хочешь сохранить эту тайну для себя! Ну да ладно, -- дракончик махнул когтистой лапой, -- слушай лучше…",conditional,что,past,first,singular,pf,present,second,singular,ipf,3,2,3,
ficbook,догадаться,— С ума сошла?! - Мужской баритон третьего разнес комнату. - Она права.,"Наруто, если они догадаются, что мы все знаем, то начнут зачистку среди своих или того хуже поменяют свою тактику.","Генерал устало вздохнул и кинул скептический взгляд на Узумаки. - Хината, что там за улица следующая?",conditional,что,future,third,plural,pf,present,first,plural,ipf,3,3,3,
ficbook,догадаться,"– У Морозова был крот среди нас, теперь у нас есть крот в их компании. - Главное, чтобы Рома смог быть убедительным, разыгрывая по-прежнему отведенную Морозовым роль.","Если он догадается, что крот роет в другую сторону, то наше преимущество будет потеряно.","– Да, ты права, – вздохнул юноша, глубже зарываясь лицом в волосы избранницы. – А когда все это закончится, мы, наконец, заживем счастливо.",conditional,что,future,third,singular,pf,present,third,singular,ipf,3,3,3,
ficbook,догадаться,"– Следовало бы ожидать, - мистер Харт пожимает плечами. Эггзи выглядит озадаченным.","– Только теперь, Мерлин, если он догадается, что ты под него копаешь, то вышвырнет тебя из университета.","– Не вышвырнет, - отмахивается тренер, поправляя очки в тонкой оправе. Гэри на секунду залипает на этом движении, невольно сравнивая его с похожей привычкой Гарри, и мысленно дает себе подзатыльник.",conditional,что,future,third,singular,pf,present,second,singular,ipf,3,3,3,
ficbook,догадаться,"— Точно! — От волнения и страха она схватилась за голову, а глаза стали в пару раз больше.","— Если он догадается, что я люблю его, то даже не представляю, что будет!","Он может подумать, что я такая же, как и толпы его фанаток, или начнет меня игнорировать… — Он и так тебя игнорирует. — Добавила Тикки, но Маринетт, кажется, её не слушала.",conditional,что,future,third,singular,pf,present,first,singular,ipf,3,3,3,
RNC,доказать,"Но помимо вранья, он находит занятным подделывать банковские чеки и снимать с них деньги, кроме того, он начал менять фамилию и профессии. Дело начинает пахнуть не только хулиганством, но мошенничеством и преступлением, и тогда за дело берутся ФБР… Стивен Спилберг. Каждый раз, когда слышишь его имя, на ум сразу приходят такие великие фильмы, как «Челюсти», «Назад в будущее», «Парк Юрского периода», «Спасти рядового Райана» и др.","И в очередной раз Спилберг доказал, что может снимать не только высокобюджетные блокбастеры, но и сделать хорошее, качественное кино за малые деньги.","Ведь для американского фильма 50 млн $ это не деньги. Но что касается самого фильма, то он намного дороже, чем его бюджет. Качество и уровень, на котором он сделан, просто превосходен!",no,что,past,-,singular,pf,present,third,singular,ipf,3,3,3,
RNC,доказать,"Абсолютно не так. Спилберг реально талантливый мастер. Кто бы как к нему ни относился, но уровень его главных работ, я имею в виду «Список Шиндлера», «Амистад» и, пожалуй, «Инопланетянин», признают многие.","Вот и этим фильмом Спилберг доказал, что он хороший режиссер.","«Поймай меня, если сможешь» затягивает с первых же минут. Даже начальные титры, в лучших традициях бондианы, не могут не заставить улыбнуться. Перед нами отличный авантюрный фильм, трагикомическая биография криминальной молодости Френка Абингейла — американского эксперта в области документарной безопасности, а тогда просто молодого мошенника, врага ФБР номер один!",no,что,past,-,singular,pf,,,,,3,3,3,нулевой глагол-связка
RNC,доказать,"Скажу сразу, актерский состав меня подкупил моментально. Ну мне всегда нравились, как Том Хэнкс, так и Ди Каприо, а уж Кристофер Уокен тем более. Играют отлично, особенно Хэнкс, что поначалу показался мне очень невзрачным, но в процессе фильма он раскрыл своего персонажа, показал всю эту его противоречивость, одиночество, привязанность к своему «постоянному преступнику».","Ди Каприо во всех фильмах играет хорошо, уже раз десять доказал, что он не смазливый герой девочек-подростков из «Титаника», а настоящий, серьезный актер.","Тут он выложился на славу, его игра и персонаж сразу же напомнили работу Деппа в «Кокаине», которую я также очень хорошо оцениваю. Кристоферу Уокену даже Глобус дали и на Оскара номинировали, что уже показатель! Играет на уровне!",no,что,past,-,singular,pf,,,,,3,3,3,нулевой глагол-связка
RNC,доказать,"ВУЗ: сложно, но весело. И главное — ну куда человек без высшего образования, пусть даже и неоконченного? Где еще человека так натаскают на решение проблем?","Где еще ему покажут и докажут, что он нихрена не знает, а поэтому надо учиться?","В универе проще, хотя и в школе особо проблем не было. А сессия — это фикня, ну подумаешь, 2 раза в год понервничать немного, да и не особо переживаю, ну натура у мну такая) Друзей там тем более предостаточно, весело, праздники там всякие... начало учебы и т. п» Нада наслаждаться этим временем, пока время есть, ну и учиться заодно ^",no,что,future,third,plural,pf,present,third,singular,ipf,3,3,2,
